Fri Jul 10 13:19:39 2020    rand_data_py_profile.txt

         525909358 function calls (521666802 primitive calls) in 236.060 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 algorithms.py:1165(SelectNFrame)
        1    0.000    0.000    0.000    0.000 offsets.py:1417(SemiMonthEnd)
        1    0.000    0.000    0.000    0.000 blocks.py:2028(FloatBlock)
        1    0.000    0.000    0.000    0.000 format.py:1439(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1477(ExtensionArrayFormatter)
        1    0.000    0.000    0.000    0.000 zipfile.py:604(LZMACompressor)
        1    0.000    0.000    0.000    0.000 accessors.py:25(Properties)
        1    0.000    0.000    0.000    0.000 expanding.py:252(ExpandingGroupby)
        1    0.000    0.000    0.000    0.000 _json.py:1040(FrameParser)
        1    0.000    0.000    0.000    0.000 _testing.py:2504(RNGContext)
        1    0.000    0.000    0.000    0.000 Card_types.py:1121(Planeswalker)
        1    0.000    0.000    0.000    0.000 Abilities_Effects.py:704(Static_Effect)
        1    0.000    0.000    0.000    0.000 Abilities_Effects.py:736(Local_Static_Effect)
        1    0.000    0.000    0.000    0.000 Zones.py:7(Zone)
        2    0.000    0.000    0.000    0.000 M20_cards.py:1230(r_Rule_of_Law_effect)
        1    0.000    0.000    0.000    0.000 M20_cards.py:2332(<lambda>)
        1    0.000    0.000    0.000    0.000 M20_cards.py:2684(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 hooks.py:7(RemovableHandle)
        1    0.000    0.000    0.000    0.000 __init__.py:228(device)
        1    0.000    0.000    0.000    0.000 backend.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:217(TensorDescriptor)
        1    0.000    0.000    0.000    0.000 loss.py:23(L1Loss)
        1    0.000    0.000    0.000    0.000 loss.py:1194(CTCLoss)
        1    0.000    0.000    0.000    0.000 __init__.py:644(TracerWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:919(CompilationUnit)
        1    0.000    0.000    0.000    0.000 __init__.py:1845(TracedModule)
        1    0.000    0.000    0.000    0.000 adamax.py:5(Adamax)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:454(CyclicLR)
        1    0.000    0.000    0.000    0.000 request.py:1368(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 utils.py:146(Comparable)
        1    0.000    0.000    0.000    0.000 ansi.py:36(AnsiCursor)
        1    0.000    0.000    0.000    0.000 _monitor.py:14(TMonitor)
        1    0.000    0.000    0.000    0.000 __init__.py:270(LogRecord)
        1    0.000    0.000    0.000    0.000 transforms.py:376(AbsTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:86(CUDAModule)
        1    0.000    0.000    0.000    0.000 dataloader.py:300(_BaseDataLoaderIter)
        1    0.000    0.000    0.000    0.000 roi_align.py:72(RoIAlign)
        1    0.000    0.000    0.000    0.000 feature_pyramid_network.py:8(FeaturePyramidNetwork)
        1    0.000    0.000    0.000    0.000 misc.py:18(_NewEmptyTensorOp)
        1    0.000    0.000    0.000    0.000 generalized_rcnn.py:11(GeneralizedRCNN)
        1    0.000    0.000    0.000    0.000 _utils.py:217(Matcher)
        1    0.000    0.000    0.000    0.000 vision.py:6(VisionDataset)
        1    0.000    0.000    0.000    0.000 transforms.py:1201(RandomErasing)
        1    0.000    0.000    0.000    0.000 ucf101.py:10(UCF101)
        2    0.000    0.000    0.000    0.000 os.py:732(<lambda>)
        1    0.000    0.000    0.000    0.000 os.py:772(getenv)
        1    0.000    0.000    0.000    0.000 warnings.py:489(__exit__)
        1    0.000    0.000    0.000    0.000 datetime.py:1092(tzinfo)
        2    0.000    0.000    0.000    0.000 parse.py:451(<genexpr>)
        1    0.000    0.000    0.000    0.000 pickle.py:247(_Unframer)
        1    0.000    0.000    0.000    0.000 __future__.py:80(_Feature)
        1    0.000    0.000    0.000    0.000 _globals.py:59(_NoValueType)
        1    0.000    0.000    0.000    0.000 _exceptions.py:40(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:36(<dictcomp>)
        1    0.000    0.000    0.000    0.000 getlimits.py:293(finfo)
        1    0.000    0.000    0.000    0.000 subprocess.py:129(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:70(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _iotools.py:176(LineSplitter)
        1    0.000    0.000    0.000    0.000 core.py:983(_MaskedBinaryOperation)
        3    0.000    0.000    0.000    0.000 core.py:1368(getmask)
        1    0.000    0.000    0.000    0.000 core.py:2607(MaskedIterator)
        2    0.000    0.000    0.000    0.000 core.py:3379(shape)
        1    0.000    0.000    0.000    0.000 typing.py:1392(NamedTuple)
        1    0.000    0.000    0.000    0.000 typing.py:1627(io)
        1    0.000    0.000    0.000    0.000 sorting.py:288(_KeyMapper)
        1    0.000    0.000    0.000    0.000 accessor.py:159(CachedAccessor)
        4    0.000    0.000    0.000    0.000 interval.py:124(__call__)
        1    0.000    0.000    0.000    0.000 indexing.py:2161(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 format.py:1653(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
        1    0.000    0.000    0.000    0.000 groupby.py:313(GroupByPlot)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        5    0.000    0.000    0.000    0.000 expr.py:104(_compose2)
        1    0.000    0.000    0.000    0.000 merge.py:1425(_OrderedMerge)
        3    0.000    0.000    0.000    0.000 parsers.py:1156(_create_index)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:160(_XlsxWriter)
        1    0.000    0.000    0.000    0.000 tempfile.py:457(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 Card_types.py:931(Land)
        1    0.000    0.000    0.000    0.000 Card_types.py:997(Aura)
        2    0.000    0.000    0.000    0.000 Abilities_Effects.py:953(make_choices)
        2    0.000    0.000    0.000    0.000 M20_cards.py:199(Ajani_SotP_0_effect)
        2    0.000    0.000    0.000    0.000 M20_cards.py:300(Angel_of_Vitality_lifegain_effect)
        1    0.000    0.000    0.000    0.000 queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        2    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        3    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        3    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        1    0.000    0.000    0.000    0.000 tarfile.py:310(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 util.py:345(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 __init__.py:18(Backend)
        1    0.000    0.000    0.000    0.000 function.py:10(_ContextMethodMixin)
        1    0.000    0.000    0.000    0.000 function.py:62(_HookMixin)
        1    0.000    0.000    0.000    0.000 linear.py:10(Identity)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1606(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 activation.py:59(ReLU)
        1    0.000    0.000    0.000    0.000 activation.py:336(CELU)
        1    0.000    0.000    0.000    0.000 activation.py:454(Hardshrink)
        1    0.000    0.000    0.000    0.000 normalization.py:71(LayerNorm)
        1    0.000    0.000    0.000    0.000 rnn.py:781(RNNCell)
        1    0.000    0.000    0.000    0.000 fold.py:113(Unfold)
        1    0.000    0.000    0.000    0.000 __init__.py:1905(_ConstModuleList)
        1    0.000    0.000    0.000    0.000 linear.py:43(DeQuantize)
        1    0.000    0.000    0.000    0.000 adadelta.py:6(Adadelta)
        1    0.000    0.000    0.000    0.000 sparse_adam.py:6(SparseAdam)
        1    0.000    0.000    0.000    0.000 asgd.py:6(ASGD)
        1    0.000    0.000    0.000    0.000 rprop.py:5(Rprop)
        1    0.000    0.000    0.000    0.000 connection.py:628(PipeListener)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1196(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1444(FileHandler)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 utils.py:131(FormatReplace)
        1    0.000    0.000    0.000    0.000 utils.py:192(SimpleTextIOWrapper)
        1    0.000    0.000    0.000    0.000 ansi.py:71(AnsiBack)
        1    0.000    0.000    0.000    0.000 __init__.py:982(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1134(_StderrHandler)
        2    0.000    0.000    0.000    0.000 constraints.py:146(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:186(__init__)
        1    0.000    0.000    0.000    0.000 kl.py:76(_Match)
        1    0.000    0.000    0.000    0.000 distributed.py:7(DistributedSampler)
        1    0.000    0.000    0.000    0.000 dataset.py:215(ChainDataset)
        1    0.000    0.000    0.000    0.000 __future__.py:11(<module>)
        1    0.000    0.000    0.000    0.000 inception.py:154(InceptionA)
        1    0.000    0.000    0.000    0.000 densenet.py:29(_DenseLayer)
        1    0.000    0.000    0.000    0.000 googlenet.py:53(GoogLeNet)
        1    0.000    0.000    0.000    0.000 roi_pool.py:65(RoIPool)
        1    0.000    0.000    0.000    0.000 resnet.py:191(VideoResNet)
        1    0.000    0.000    0.000    0.000 vision.py:54(StandardTransform)
        1    0.000    0.000    0.000    0.000 TiffTags.py:23(TagInfo)
        1    0.000    0.000    0.000    0.000 transforms.py:319(RandomTransforms)
        1    0.000    0.000    0.000    0.000 flickr.py:10(Flickr8kParser)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1361(TreeBuilder)
        1    0.000    0.000    0.000    0.000 kinetics.py:7(Kinetics400)
        2    0.000    0.000    0.000    0.000 apply.py:128(index)
        1    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        5    0.000    0.000    0.000    0.000 datetime.py:426(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 parse.py:760(Quoter)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:36(TypeNADict)
        1    0.000    0.000    0.000    0.000 records.py:100(format_parser)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(Untokenizer)
        1    0.000    0.000    0.000    0.000 index_tricks.py:517(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:605(ndindex)
        2    0.000    0.000    0.000    0.000 index_tricks.py:728(__init__)
        1    0.000    0.000    0.000    0.000 npyio.py:58(BagObj)
        1    0.000    0.000    0.000    0.000 random.py:669(SystemRandom)
        1    0.000    0.000    0.000    0.000 core.py:909(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 extras.py:217(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 tzinfo.py:66(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 config.py:533(_select_options)
        4    0.000    0.000    0.000    0.000 config.py:752(is_type_factory)
        1    0.000    0.000    0.000    0.000 typing.py:1294(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1303(SupportsComplex)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:164(AbstractMethodError)
        2    0.000    0.000    0.000    0.000 inspect.py:501(_is_wrapper)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 offsets.py:1659(_WeekOfMonthMixin)
        3    0.000    0.000    0.000    0.000 range.py:256(step)
        1    0.000    0.000    0.000    0.000 blocks.py:2092(ComplexBlock)
        3    0.000    0.000    0.000    0.000 common.py:78(validate_header_arg)
        1    0.000    0.000    0.000    0.000 zipfile.py:765(_Tellable)
        3    0.000    0.000    0.000    0.000 common.py:30(_dispatch)
        1    0.000    0.000    0.000    0.000 base.py:13(GroupByMixin)
        1    0.000    0.000    0.000    0.000 rolling.py:1134(_Rolling)
        1    0.000    0.000    0.000    0.000 ops.py:920(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:53(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 ops.py:571(MathCall)
        1    0.000    0.000    0.000    0.000 csv.py:55(excel)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        3    0.000    0.000    0.000    0.000 parsers.py:1271(_validate_usecols_arg)
        1    0.000    0.000    0.000    0.000 pytables.py:309(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 stata.py:598(StataValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:2638(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 Exceptions.py:2(<module>)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:62(ThroughputBenchmark)
        1    0.000    0.000    0.000    0.000 context.py:228(__init__)
        1    0.000    0.000    0.000    0.000 context.py:317(SpawnProcess)
        1    0.000    0.000    0.000    0.000 module.py:11(_IncompatibleKeys)
        1    0.000    0.000    0.000    0.000 utils.py:41(Function)
        1    0.000    0.000    0.000    0.000 grad_mode.py:5(no_grad)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:4(detect_anomaly)
        1    0.000    0.000    0.000    0.000 profiler.py:475(Interval)
        1    0.000    0.000    0.000    0.000 __init__.py:290(DropoutDescriptor)
        1    0.000    0.000    0.000    0.000 _VF.py:6(VFModule)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:77(createResolutionCallbackFromClosure)
        1    0.000    0.000    0.000    0.000 activation.py:101(RReLU)
        1    0.000    0.000    0.000    0.000 activation.py:649(MultiheadAttention)
        1    0.000    0.000    0.000    0.000 loss.py:216(PoissonNLLLoss)
        1    0.000    0.000    0.000    0.000 loss.py:368(MSELoss)
        1    0.000    0.000    0.000    0.000 pooling.py:221(MaxUnpool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:554(AvgPool3d)
        1    0.000    0.000    0.000    0.000 normalization.py:54(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 normalization.py:159(GroupNorm)
        1    0.000    0.000    0.000    0.000 padding.py:72(ConstantPad2d)
        1    0.000    0.000    0.000    0.000 distance.py:40(CosineSimilarity)
        1    0.000    0.000    0.000    0.000 transformer.py:133(TransformerEncoder)
        1    0.000    0.000    0.000    0.000 __init__.py:1283(OrderedParameterDict)
        1    0.000    0.000    0.000    0.000 __init__.py:1302(OrderedBufferDict)
        1    0.000    0.000    0.000    0.000 __init__.py:1654(WeakScriptModuleProxy)
        1    0.000    0.000    0.000    0.000 __init__.py:1942(_ConstSequential)
        2    0.000    0.000    0.000    0.000 frontend.py:126(_uses_true_division)
        1    0.000    0.000    0.000    0.000 frontend.py:262(build_Expr)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:197(MultiStepLR)
        1    0.000    0.000    0.000    0.000 request.py:1344(HTTPHandler)
        1    0.000    0.000    0.000    0.000 client.py:1448(IncompleteRead)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:22(__init__)
        1    0.000    0.000    0.000    0.000 winterm.py:6(WinColor)
        1    0.000    0.000    0.000    0.000 __init__.py:415(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:409(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:424(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:1671(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:166(_GreaterThan)
        1    0.000    0.000    0.000    0.000 __init__.py:50(cuFFTPlanCacheManager)
        1    0.000    0.000    0.000    0.000 dataset.py:34(IterableDataset)
        1    0.000    0.000    0.000    0.000 dataloader.py:29(_DatasetKind)
        1    0.000    0.000    0.000    0.000 resnet.py:35(BasicBlock)
        1    0.000    0.000    0.000    0.000 mnasnet.py:83(MNASNet)
        1    0.000    0.000    0.000    0.000 _utils.py:7(IntermediateLayerGetter)
        1    0.000    0.000    0.000    0.000 faster_rcnn.py:260(FastRCNNPredictor)
        1    0.000    0.000    0.000    0.000 rpn.py:129(RPNHead)
        1    0.000    0.000    0.000    0.000 keypoint_rcnn.py:18(KeypointRCNN)
        1    0.000    0.000    0.000    0.000 resnet.py:82(BasicBlock)
        1    0.000    0.000    0.000    0.000 model.py:486(EnumType)
        1    0.000    0.000    0.000    0.000 fakedata.py:6(FakeData)
        1    0.000    0.000    0.000    0.000 transforms.py:244(Pad)
        1    0.000    0.000    0.000    0.000 transforms.py:932(RandomRotation)
        1    0.000    0.000    0.000    0.000 transforms.py:1002(RandomAffine)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1139(_ListDataStream)
        1    0.000    0.000    0.000    0.000 py3k.py:116(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 __init__.py:387(PyDLL)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1221(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 subprocess.py:414(CompletedProcess)
        1    0.000    0.000    0.000    0.000 index_tricks.py:296(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 wintypes.py:97(RECT)
        1    0.000    0.000    0.000    0.000 wintypes.py:133(MSG)
        1    0.000    0.000    0.000    0.000 config.py:607(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 typing.py:488(TypeVar)
        2    0.000    0.000    0.000    0.000 typing.py:1068(overload)
        1    0.000    0.000    0.000    0.000 typing.py:1312(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1642(re)
        1    0.000    0.000    0.000    0.000 dtypes.py:61(__init__)
        2    0.000    0.000    0.000    0.000 common.py:284(is_null_slice)
        1    0.000    0.000    0.000    0.000 offsets.py:491(SingleConstructorOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:519(BusinessMixin)
        1    0.000    0.000    0.000    0.000 multi.py:65(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 blocks.py:2553(BoolBlock)
        1    0.000    0.000    0.000    0.000 zipfile.py:1942(PyZipFile)
        1    0.000    0.000    0.000    0.000 parsers.py:3545(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 _json.py:996(SeriesParser)
        1    0.000    0.000    0.000    0.000 pytables.py:594(TermValue)
        1    0.000    0.000    0.000    0.000 Concepts.py:132(Cost_Modification)
        1    0.000    0.000    0.000    0.000 Concepts.py:185(Requirement)
        1    0.000    0.000    0.000    0.000 Concepts.py:198(Choice)
        1    0.000    0.000    0.000    0.000 Zones.py:61(Battlefield)
        1    0.000    0.000    0.000    0.000 combat_logic.py:7(Combat_Logic)
        1    0.000    0.000    0.000    0.000 M20_cards.py:1881(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:196(FloatStorage)
        1    0.000    0.000    0.000    0.000 queue.py:239(LifoQueue)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 tarfile.py:580(_StreamProxy)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:6(__PrinterOptions)
        1    0.000    0.000    0.000    0.000 __init__.py:254(device_of)
        1    0.000    0.000    0.000    0.000 context.py:202(reducer)
        1    0.000    0.000    0.000    0.000 context.py:219(Process)
        1    0.000    0.000    0.000    0.000 reduction.py:100(DupHandle)
        1    0.000    0.000    0.000    0.000 thnn.py:4(THNNFunctionBackend)
        1    0.000    0.000    0.000    0.000 backend.py:2(FunctionBackend)
        1    0.000    0.000    0.000    0.000 __init__.py:43(THNNCudaBackendStateMixin)
        1    0.000    0.000    0.000    0.000 profiler.py:547(FunctionEventAvg)
        1    0.000    0.000    0.000    0.000 tensor.py:25(Resize)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:249(decorator)
        1    0.000    0.000    0.000    0.000 conv.py:76(Conv1d)
        1    0.000    0.000    0.000    0.000 conv.py:203(Conv2d)
        1    0.000    0.000    0.000    0.000 conv.py:532(ConvTranspose1d)
        1    0.000    0.000    0.000    0.000 activation.py:298(ELU)
        1    0.000    0.000    0.000    0.000 activation.py:936(Softmax)
        1    0.000    0.000    0.000    0.000 loss.py:8(_Loss)
        1    0.000    0.000    0.000    0.000 loss.py:91(NLLLoss)
        1    0.000    0.000    0.000    0.000 container.py:11(Container)
        1    0.000    0.000    0.000    0.000 pooling.py:967(_AdaptiveAvgPoolNd)
        1    0.000    0.000    0.000    0.000 rnn.py:260(RNN)
        1    0.000    0.000    0.000    0.000 _functions.py:35(ReduceAddCoalesced)
        1    0.000    0.000    0.000    0.000 _ops.py:33(_OpNamespace)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:27(DupSocket)
        1    0.000    0.000    0.000    0.000 spawn.py:44(SpawnContext)
        1    0.000    0.000    0.000    0.000 __init__.py:17(ExportTypes)
        1    0.000    0.000    0.000    0.000 request.py:793(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:1353(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 std.py:42(TqdmWarning)
        1    0.000    0.000    0.000    0.000 utils.py:167(ObjectWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:433(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:632(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:2057(NullHandler)
        1    0.000    0.000    0.000    0.000 constraints.py:52(Constraint)
        1    0.000    0.000    0.000    0.000 constraints.py:218(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:235(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:88(lazy_property)
        1    0.000    0.000    0.000    0.000 sampler.py:51(SequentialSampler)
        1    0.000    0.000    0.000    0.000 dataset.py:8(Dataset)
        1    0.000    0.000    0.000    0.000 dataset.py:147(TensorDataset)
        1    0.000    0.000    0.000    0.000 dataloader.py:335(_SingleProcessDataLoaderIter)
        1    0.000    0.000    0.000    0.000 worker.py:60(WorkerInfo)
        1    0.000    0.000    0.000    0.000 resnet.py:75(Bottleneck)
        1    0.000    0.000    0.000    0.000 inception.py:55(Inception3)
        1    0.000    0.000    0.000    0.000 mobilenet.py:33(ConvBNReLU)
        1    0.000    0.000    0.000    0.000 mnasnet.py:23(_InvertedResidual)
        1    0.000    0.000    0.000    0.000 _utils.py:8(_SimpleSegmentationModel)
        1    0.000    0.000    0.000    0.000 faster_rcnn.py:24(FasterRCNN)
        1    0.000    0.000    0.000    0.000 poolers.py:10(LevelMapper)
        1    0.000    0.000    0.000    0.000 misc.py:51(ConvTranspose2d)
        1    0.000    0.000    0.000    0.000 image_list.py:7(ImageList)
        1    0.000    0.000    0.000    0.000 backbone_utils.py:10(BackboneWithFPN)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:20(MaskRCNN)
        1    0.000    0.000    0.000    0.000 resnet.py:37(Conv2Plus1D)
        1    0.000    0.000    0.000    0.000 resnet.py:117(Bottleneck)
        1    0.000    0.000    0.000    0.000 Image.py:472(_E)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:324(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 coco.py:81(CocoDetection)
        1    0.000    0.000    0.000    0.000 transforms.py:43(Compose)
        1    0.000    0.000    0.000    0.000 transforms.py:98(ToPILImage)
        1    0.000    0.000    0.000    0.000 transforms.py:172(Resize)
        1    0.000    0.000    0.000    0.000 transforms.py:215(CenterCrop)
        1    0.000    0.000    0.000    0.000 ImageEnhance.py:39(Color)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:171(BoxBlur)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:929(_sanity_check)
        1    0.000    0.000    0.000    0.000 ntpath.py:212(basename)
        1    0.000    0.000    0.000    0.000 enum.py:42(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:427(LibraryLoader)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 pathlib.py:501(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:1494(WindowsPath)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 numeric.py:74(ComplexWarning)
        1    0.000    0.000    0.000    0.000 arrayprint.py:854(FloatingFormat)
        1    0.000    0.000    0.000    0.000 records.py:81(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 _internal.py:241(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 threading.py:1153(Timer)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:47(PytestTester)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(MGridClass)
        1    0.000    0.000    0.000    0.000 ast.py:247(NodeVisitor)
        1    0.000    0.000    0.000    0.000 utils.py:58(_Deprecate)
        1    0.000    0.000    0.000    0.000 core.py:204(<listcomp>)
        3    0.000    0.000    0.000    0.000 core.py:873(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2395(__init__)
        1    0.000    0.000    0.000    0.000 win.py:202(tzwin)
        1    0.000    0.000    0.000    0.000 config.py:380(option_context)
        1    0.000    0.000    0.000    0.000 typing.py:274(_Final)
        1    0.000    0.000    0.000    0.000 typing.py:283(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:1097(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 _parser.py:225(_resultbase)
        1    0.000    0.000    0.000    0.000 _parser.py:1377(_tzparser)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
